row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
13049,NORTHWEST PRESBYTERIAN CHURCH - ATLANTA GA,,580872022,ATLANTA,GA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
13050,NORTHWEST VIPASSANA ASSOCIATION,,911245370,ONALASKA,WA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13051,NORTHWEST WINE BENEFIT FOUNDATION,,911550425,SEATTLE,WA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13052,NORTHWESTERN COLLEGE,,420698196,ORANGE CITY,IA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13053,NORTHWESTERN MEMORIAL HEALTHCARE,,363155315,CHICAGO,IL,501(C)3,67745,,FOR RECIPIENT'S EXEMPT PURPOSE
13054,NORTHWESTERN UNIVERSITY,,362167817,EVANSTON,IL,501(C)3,2877537,,FOR RECIPIENT'S EXEMPT PURPOSE
13055,NORTHWOODS BATTERED WOMENS SHELTER INC,,411333404,BEMIDJI,MN,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
13056,NORTHWOODS COMMUNITY CHURCH,,371267704,PEORIA,IL,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
13057,NORTHWOODS PRESBYTERIAN CHURCH,,741703741,HOUSTON,TX,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13058,NORTHWOODS WOMEN INC,,391364912,ASHLAND,WI,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13059,NORTON MUSEUM OF ART INC,,590624432,WEST PALM BCH,FL,501(C)3,20700,,FOR RECIPIENT'S EXEMPT PURPOSE
13060,NORWALK COMMUNITY COLLEGE FOUNDATION,,066080293,NORWALK,CT,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13061,NORWALK HOSPITAL FOUNDATION INC,,222577707,NORWALK,CT,501(C)3,26750,,FOR RECIPIENT'S EXEMPT PURPOSE
13062,NORWICH UNIVERSITY,,030179424,NORTHFIELD,VT,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
13063,NORWOOD SCHOOL INC,,520901098,BETHESDA,MD,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
13064,NOS AMIS-OUR FRIENDS INC,,954002431,VENICE,CA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13065,NOT ABANDONED,,911470478,KIRKLAND,WA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13066,NOTHING IS WASTED MINISTRIES INC,,464012847,GREENVILLE,KY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13067,NOTRE DAME ACADEMY,,391659776,GREEN BAY,WI,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
13068,NOTRE DAME ACADEMY HIGH SCHOOL,,201332826,TOLEDO,OH,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
13069,NOTRE DAME CATHOLIC CHURCH,,741256502,KERRVILLE,TX,501(C)3,56000,,FOR RECIPIENT'S EXEMPT PURPOSE
13070,NOTRE DAME COLLEGE PREP,,362387144,NILES,IL,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
13071,NOTRE DAME CRISTO REY HIGH SCHOOL INC,,020296284,METHUEN,MA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13072,NOTRE DAME OF BETHLEHEM,,231440569,BETHLEHEM,PA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13073,NOTRE DAME OF DALLAS SCHOOLS INC,,752056943,DALLAS,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13074,NOTRE DAME SCHOOL OF MANHATTAN,,131782481,NEW YORK,NY,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
13075,NOTRE DAME SCHOOL OF MILWAUKEE INC,,391850760,MILWAUKEE,WI,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
13076,NOTRE DAME SISTERS,,470408244,OMAHA,NE,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
13077,NOURISH MEALS ON WHEELS,,840617651,LITTLETON,CO,501(C)3,42500,,FOR RECIPIENT'S EXEMPT PURPOSE
13078,NOURISH NJ INC,,223084025,MORRISTOWN,NJ,501(C)3,42000,,FOR RECIPIENT'S EXEMPT PURPOSE
13079,NOURISH NOW FOUNDATION INC,,452404503,ROCKVILLE,MD,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
13080,NOURISH PIERCE COUNTY,,911198391,TACOMA,WA,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
13081,NOURISHING HOPE,,362734184,CHICAGO,IL,501(C)3,39250,,FOR RECIPIENT'S EXEMPT PURPOSE
13082,NOVA INSTITUTE FOR HEALTH INC,,201799284,BALTIMORE,MD,501(C)3,560000,,FOR RECIPIENT'S EXEMPT PURPOSE
13083,NOVA UKRAINE,,465335435,STANFORD,CA,501(C)3,120500,,FOR RECIPIENT'S EXEMPT PURPOSE
13084,NOVO MISSION INC,,953523150,ANAHEIM,CA,501(C)3,28700,,FOR RECIPIENT'S EXEMPT PURPOSE
13085,NOW I LAY ME DOWN TO SLEEP,,770656322,HGHLNDS RANCH,CO,501(C)3,8700,,FOR RECIPIENT'S EXEMPT PURPOSE
13086,NPH-USA,,651229309,CHICAGO,IL,501(C)3,50700,,FOR RECIPIENT'S EXEMPT PURPOSE
13087,NPR FOUNDATION,,521795789,WASHINGTON,DC,501(C)3,37900,,FOR RECIPIENT'S EXEMPT PURPOSE
13088,NS2 SERVES,,464244747,HERNDON,VA,501(C)3,175000,,FOR RECIPIENT'S EXEMPT PURPOSE
13089,NSSF,,471102256,SAN FRANCISCO,CA,501(C)3,245800,,FOR RECIPIENT'S EXEMPT PURPOSE
13090,NU DECO ENSEMBLE INC,,462816614,MIAMI,FL,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
13091,NUCLEAR THREAT INITIATIVE INC,,522289435,WASHINGTON,DC,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
13092,NUDGE FOUNDATION,,474504533,IRVING,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13093,NUMBERSUSA EDUCATION & RESEARCH FOUNDATION,,470865426,ARLINGTON,VA,501(C)3,400000,,FOR RECIPIENT'S EXEMPT PURPOSE
13094,NUMBERSUSA SUPPORT ORGANIZATION,,821341354,ARLINGTON,VA,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
13095,NURSE FAMILY PARTNERSHIP,,200234163,DENVER,CO,501(C)3,35550,,FOR RECIPIENT'S EXEMPT PURPOSE
13096,NURSES FOR NEWBORNS,,431601329,SAINT LOUIS,MO,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
13097,NURTURING MINDS INC,,208870624,NEWTONVILLE,MA,501(C)3,32000,,FOR RECIPIENT'S EXEMPT PURPOSE
13098,NURTURING NATIONS,,300788040,PAYSON,UT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13099,NURU INTERNATIONAL,,261250716,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13100,NUTRITIONFACTS ORG INC,,050559626,TAKOMA PARK,MD,501(C)3,106014,,FOR RECIPIENT'S EXEMPT PURPOSE
13101,NW FURNITURE BANK,,223939593,TACOMA,WA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13102,NW MEDICAL VOLUNTEER,,821676073,SEATTLE,WA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13103,NYACK HOMELESS PROJECT LTD,,412188728,NYACK,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13104,NYAKA INC,,352153719,EAST LANSING,MI,501(C)3,32000,,FOR RECIPIENT'S EXEMPT PURPOSE
13105,NYAYA HEALTH A NONPROFIT CORPORATION,,203055055,NEW YORK,NY,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13106,NYC FIRST INC,,462754933,NEW YORK,NY,501(C)3,19000,,FOR RECIPIENT'S EXEMPT PURPOSE
13107,NYCRTC,,834013860,HOBOKEN,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13108,NYU LANGONE HEALTH SYSTEM,,472613531,NEW YORK,NY,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
13109,NYU LANGONE HOSPITALS,,133971298,NEW YORK,NY,501(C)3,324000,,FOR RECIPIENT'S EXEMPT PURPOSE
13110,O C INTERNATIONAL INC,,941501634,COLORADO SPRINGS,CO,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13111,O DEA HIGH SCHOOL FOUNDATION,,911307532,SEATTLE,WA,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
13112,O HANLON CENTER FOR THE ARTS,,941711729,MILL VALLEY,CA,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
13113,OAK CITY CHURCH,,205414890,RALEIGH,NC,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
13114,OAK GROVE CHURCH OF THE BRETHREN,,541160164,ROANOKE,VA,501(C)3,8700,,FOR RECIPIENT'S EXEMPT PURPOSE
13115,OAK GROVE INSTITUTE FOUNDATION INC,,330470446,MURRIETA,CA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13116,OAK GROVE UNITED METHODIST CHURCH,,580865171,DECATUR,GA,501(C)3,16165,,FOR RECIPIENT'S EXEMPT PURPOSE
13117,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,,593562098,GAINESVILLE,FL,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
13118,OAK HARBOR II FOURSQUARE CHURCH,,911899654,OAK HARBOR,WA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
13119,OAK HILL REGIONAL EMERGENCYRESPONSE TRAINING FOUND,,208425823,AUSTIN,TX,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
13120,OAK HILL SCHOOL,,620793592,NASHVILLE,TN,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
13121,OAK HILL SCHOOL,,931135796,EUGENE,OR,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
13122,OAK HILL SCHOOL OF CALIFORNIA,,943359599,SAN ANSELMO,CA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
13123,OAK KNOLL SCHOOL OF THE HOLY CHILD,,221549750,BASKING RIDGE,NJ,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
13124,OAK TREE MINISTRIES,,300877770,BIRMINGHAM,AL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13125,OAKCLIFF SAILING INCORPORATED,,272002488,OYSTER BAY,NY,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
13126,OAKLAND CITY CHURCH A CONGREGATION OF THE REFORMED,,273268234,OAKLAND,CA,501(C)3,40500,,FOR RECIPIENT'S EXEMPT PURPOSE
13127,OAKLAND COMMUNITY LAND TRUST,,320285788,OAKLAND,CA,501(C)3,13500,,FOR RECIPIENT'S EXEMPT PURPOSE
13128,OAKLAND ELIZABETH HOUSE,,943225949,OAKLAND,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13129,OAKLAND GENESIS SOCCER CLUB CORPORATION,,843666972,OAKLAND,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13130,OAKLAND LACROSSE CLUB,,461048887,OAKLAND,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
13131,OAKLAND MUSEUM OF CALIFORNIA,,453138892,OAKLAND,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13132,OAKLAND PRESBYTERIAN CHURCH,,590806974,OAKLAND,FL,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
13133,OAKLAND PROMISE,,542103707,OAKLAND,CA,501(C)3,1503000,,FOR RECIPIENT'S EXEMPT PURPOSE
13134,OAKLAND UNIVERSITY,,381714400,ROCHESTER,MI,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
13135,OAKRUM BAPTIST CHURCH,,541687728,BROAD RUN,VA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
13136,OAKS INTEGRATED CARE,,237048397,WESTAMPTON,NJ,501(C)3,500000,,FOR RECIPIENT'S EXEMPT PURPOSE
13137,OAKSEED MINISTRIES INTERNATIONAL,,541642510,EAST NORRITON,PA,501(C)3,65000,,FOR RECIPIENT'S EXEMPT PURPOSE
13138,OAKTREE CREW,,844462672,NORWICH,CT,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13139,OAKWOOD FRIENDS SCHOOL INC,,140937360,POUGHKEEPSIE,NY,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
13140,OAKWOOD SCHOOL,,561938898,GREENVILLE,NC,501(C)3,37000,,FOR RECIPIENT'S EXEMPT PURPOSE
13141,OAKWOOD SCHOOL,,951698608,NORTH HOLLYWOOD,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
13142,OASIS CENTER INC,,620968273,NASHVILLE,TN,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13143,OASIS CHURCH,,274267554,BRADENTON,FL,501(C)3,15795,,FOR RECIPIENT'S EXEMPT PURPOSE
13144,OASIS CHURCH OF EAU CLAIRE INC,,391486135,EAU CLAIRE,WI,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
13145,OASIS LEGAL SERVICES,,820696739,BERKELEY,CA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13146,OASIS UNITED INC,,954505599,BURBANK,CA,501(C)3,300000,,FOR RECIPIENT'S EXEMPT PURPOSE
13147,OAXACA CHRISTIAN SCHOOL INC,,680679107,LEWES,DE,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13148,OAXACA STREET CHILDREN GRASSROOTS INC,,351988669,BENTON,AR,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
13149,OBERLIN COLLEGE,,340714363,OBERLIN,OH,501(C)3,130650,,FOR RECIPIENT'S EXEMPT PURPOSE
13150,OBERLIN COMMUNITY SERVICES COUNCIL,,340907948,OBERLIN,OH,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
13151,OBLATE MISSIONARY SOCIETY INC,,260634043,WASHINGTON,DC,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13152,OBLATES OF ST FRANCIS DESALES,,510076848,WILMINGTON,DE,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
13153,OCCIDENTAL COLLEGE,,951667177,LOS ANGELES,CA,501(C)3,254000,,FOR RECIPIENT'S EXEMPT PURPOSE
13154,OCCUPAWS GUIDE DOG ASSOCIATION,,205172386,MADISON,WI,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
13155,OCEAN COMMUNITY UNITED THEATRE INC,,463579526,WESTERLY,RI,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
13156,OCEAN COMMUNITY YMCA,,050268126,WESTERLY,RI,501(C)3,46000,,FOR RECIPIENT'S EXEMPT PURPOSE
13157,OCEAN CONSERVANCY INC,,237245152,WASHINGTON,DC,501(C)3,162318,,FOR RECIPIENT'S EXEMPT PURPOSE
13158,OCEAN OF LOVE INC,,222940034,TOMS RIVER,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13159,OCEAN PROFESSIONAL THEATRE COMPANY INC,,453335015,BEACH HAVEN,NJ,501(C)3,5600,,FOR RECIPIENT'S EXEMPT PURPOSE
13160,OCEAN REEF CHAPEL FOUNDATION INC,,650486471,KEY LARGO,FL,501(C)3,33250,,FOR RECIPIENT'S EXEMPT PURPOSE
13161,OCEAN REEF CULTURAL CENTER INC,,650843801,KEY LARGO,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13162,OCEAN REEF FOUNDATION INC,,650509255,KEY LARGO,FL,501(C)3,34660,,FOR RECIPIENT'S EXEMPT PURPOSE
13163,OCEAN RESEARCH & CONSERVATION ASSOCIATION INC,,200901011,VERO BEACH,FL,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
13164,OCEANA INC,,510401308,WASHINGTON,DC,501(C)3,81769,,FOR RECIPIENT'S EXEMPT PURPOSE
13165,OCEANIC SOCIETY EXPEDITIONS,,943105570,ROSS,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13166,OCHSNER CLINIC FOUNDATION,,720502505,NEW ORLEANS,LA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
13167,OCONEE MEMORIAL HOSPITAL FOUNDATION INC,,562141740,SENECA,SC,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13168,OCONEE PERFORMING ARTS SOCIETY INC,,260848843,GREENSBORO,GA,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
13169,OCULAR IMMUNOLOGY AND UVEITIS FOUNDATION INC,,201891037,WESTON,MA,501(C)3,75000,,FOR RECIPIENT'S EXEMPT PURPOSE
13170,ODEA HIGH SCHOOL,,910905301,SEATTLE,WA,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
13171,ODYSSEY INC,,582537795,ATLANTA,GA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13172,OFF THE STREET CLUB,,362169162,CHICAGO,IL,501(C)3,27600,,FOR RECIPIENT'S EXEMPT PURPOSE
13173,OFFICE OF CATHOLIC EDUCATION,,231355131,PHILADELPHIA,PA,501(C)3,20982,,FOR RECIPIENT'S EXEMPT PURPOSE
13174,OFICINA LEGAL DEL PUEBLO UNIDO INC,,741995879,AUSTIN,TX,501(C)3,152500,,FOR RECIPIENT'S EXEMPT PURPOSE
13175,OFWB INTERNATIONAL INC,,561121836,AYDEN,NC,501(C)3,6700,,FOR RECIPIENT'S EXEMPT PURPOSE
13176,OGLALA LAKOTA COLLEGE,,237135915,KYLE,SD,501(C)3,62000,,FOR RECIPIENT'S EXEMPT PURPOSE
13177,OGLETHORPE UNIVERSITY INC,,580568698,BROOKHAVEN,GA,501(C)3,23500,,FOR RECIPIENT'S EXEMPT PURPOSE
13178,OHEB SHALOM CONGREGATION,,221510213,SOUTH ORANGE,NJ,501(C)3,22380,,FOR RECIPIENT'S EXEMPT PURPOSE
13179,OHEB ZEDEK-CEDAR SINAI SYNAGOGUE,,340859259,BEACHWOOD,OH,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13180,OHEL IAACOV FOUNDATION INC,,202339591,MIAMI,FL,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
13181,OHIO ALLEYCAT RESOURCE & SPAY NEUTER CLINIC INC,,311728182,CINCINNATI,OH,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13182,OHIO ENVIRONMENTAL COUNCIL,,310805578,COLUMBUS,OH,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
13183,OHIO HISTORICAL SOCIETY,,314389673,COLUMBUS,OH,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13184,OHIO STATE UNIVERSITY FOUNDATION,,311145986,COLUMBUS,OH,501(C)3,1199500,,FOR RECIPIENT'S EXEMPT PURPOSE
13185,OHIO TRI COUNTY FOOD ALLIANCE,,832134113,SPRINGFIELD,OH,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
13186,OHIO UNIVERSITY FOUNDATION,,316402269,ATHENS,OH,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
13187,OHIO WESLEYAN UNIVERSITY,,314379585,DELAWARE,OH,501(C)3,51550,,FOR RECIPIENT'S EXEMPT PURPOSE
13188,OHOLEI YOSEF YITZCHAK LUBAVITCH,,383253099,OAK PARK,MI,501(C)3,6374,,FOR RECIPIENT'S EXEMPT PURPOSE
13189,OHR KODESH CONGREGATION,,520613672,CHEVY CHASE,MD,501(C)3,7200,,FOR RECIPIENT'S EXEMPT PURPOSE
13190,OHR NOSSON INC,,223640057,LAKEWOOD,NJ,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13191,OHR OLAM CORP,,812634471,LAWRENCE,NY,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
13192,OHR TORAH STONE INSTITUTIONS OF ISR AEL,,133275531,NEW YORK,NY,501(C)3,279300,,FOR RECIPIENT'S EXEMPT PURPOSE
13193,OJAI FESTIVALS LTD,,952122508,OJAI,CA,501(C)3,19000,,FOR RECIPIENT'S EXEMPT PURPOSE
13194,OJAI VALLEY COMMUNITY HOSPITAL FOUNDATION,,201982135,OJAI,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13195,OKIZU FOUNDATION,,680291178,NOVATO,CA,501(C)3,17200,,FOR RECIPIENT'S EXEMPT PURPOSE
13196,OKLAHOMA BAPTIST HOMES FOR CHILDREN INC,,731435473,OKLAHOMA CITY,OK,501(C)3,51000,,FOR RECIPIENT'S EXEMPT PURPOSE
13197,OKLAHOMA BAPTIST UNIVERSITY,,730579264,SHAWNEE,OK,501(C)3,101000,,FOR RECIPIENT'S EXEMPT PURPOSE
13198,OKLAHOMA CHRISTIAN UNIVERSITY INC,,730555460,EDMOND,OK,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
13199,OKLAHOMA CITY FAMILY JUSTICE CENTER INC,,475502128,OKLAHOMA CITY,OK,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
13200,OKLAHOMA CITY UNIVERSITY,,730579265,OKLAHOMA CITY,OK,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
13201,OKLAHOMA COUNCIL OF PUBLIC AFFAIRS INC,,731436375,OKLAHOMA CITY,OK,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13202,OKLAHOMA HALL OF FAME INC,,730784696,OKLAHOMA CITY,OK,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
13203,OKLAHOMA STATE UNIVERSITY FOUNDATION,,736097060,STILLWATER,OK,501(C)3,524369,,FOR RECIPIENT'S EXEMPT PURPOSE
13204,OLANA PARTNERSHIP,,141828430,HUDSON,NY,501(C)3,173500,,FOR RECIPIENT'S EXEMPT PURPOSE
13205,OLBRICH BOTANICAL SOCIETY INC,,391357247,MADISON,WI,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
13206,OLD APOSTOLIC LUTHERAN CHURCH OF NEWARK,,510259237,ELKTON,MD,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
13207,OLD COLONY YOUNG MENS CHRISTIAN ASSOCIATION INC,,042125014,BROCKTON,MA,501(C)3,85500,,FOR RECIPIENT'S EXEMPT PURPOSE
13208,OLD CUTLER PRESBYTERIAN CHURCH INC,,596195452,PALMETTO BAY,FL,501(C)3,88670,,FOR RECIPIENT'S EXEMPT PURPOSE
13209,OLD DARTMOUTH HISTORICAL SOCIETY,,042104805,NEW BEDFORD,MA,501(C)3,68000,,FOR RECIPIENT'S EXEMPT PURPOSE
13210,OLD DOMINION UNIVERSITY EDUCATIONAL FOUNDATION,,546052014,NORFOLK,VA,501(C)3,102000,,FOR RECIPIENT'S EXEMPT PURPOSE
13211,OLD GLOBE THEATRE,,951543396,SAN DIEGO,CA,501(C)3,47600,,FOR RECIPIENT'S EXEMPT PURPOSE
13212,OLD JOE CLUB CHARITIES INC,,455215618,GREENSBURG,PA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13213,OLD NEWSBOYS GOODFELLOW FUND OF DETROIT,,386061491,DETROIT,MI,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
13214,OLD PRESBYTERIAN MEETING HOUSE,,540506422,ALEXANDRIA,VA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13215,OLD SALEM INCORPORATED,,560587289,WINSTON SALEM,NC,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
13216,OLD SOUTH CHURCH IN BOSTON,,042103615,BOSTON,MA,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
13217,OLD ST MARYS PARISH & SCHOOL,,362171080,CHICAGO,IL,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13218,OLD ST PATRICKS CHURCH,,362171102,CHICAGO,IL,501(C)3,11300,,FOR RECIPIENT'S EXEMPT PURPOSE
13219,OLD STURBRIDGE INC,,042104809,STURBRIDGE,MA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
13220,OLD TOWN SCHOOL OF FOLK MUSIC INC,,362373635,CHICAGO,IL,501(C)3,76750,,FOR RECIPIENT'S EXEMPT PURPOSE
13221,OLDDOG HAVEN,,651249528,OAK HARBOR,WA,501(C)3,13600,,FOR RECIPIENT'S EXEMPT PURPOSE
13222,OLEAN COMMUNITY EVANGELICAL CHURCH,,200576507,OLEAN,NY,501(C)3,24500,,FOR RECIPIENT'S EXEMPT PURPOSE
13223,OLIGO NATION,,463087590,SEBASTOPOL,CA,501(C)3,14250,,FOR RECIPIENT'S EXEMPT PURPOSE
13224,OLIVE BRANCH CHRISTIAN FELLOWSHIP,,453195182,POWAY,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13225,OLIVE CREST,,952877102,SANTA ANA,CA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
13226,OLIVER GOSPEL MISSION,,576027750,COLUMBIA,SC,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
13227,OLIVET BAPTIST CHURCH,,480663712,WICHITA,KS,501(C)3,37670,,FOR RECIPIENT'S EXEMPT PURPOSE
13228,OLIVET COLLEGE,,381459365,OLIVET,MI,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
13229,OLIVET MEDICAL MINISTRY INC,,541850915,YORKTOWN,VA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
13230,OLMOS ENSEMBLE,,742711997,SAN ANTONIO,TX,501(C)3,8750,,FOR RECIPIENT'S EXEMPT PURPOSE
13231,OLMSTED NETWORK INC,,133052765,WASHINGTON,DC,501(C)3,453862,,FOR RECIPIENT'S EXEMPT PURPOSE
13232,OLNEY THEATRE CORPORATION,,521149571,OLNEY,MD,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
13233,OLYMPIA SNOWE WOMENS LEADERSHIP INSTITUTE,,461398374,PORTLAND,ME,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
13234,OLYMPIC COMMUNITY ACTION PROGRAMS,,910814319,PORT TOWNSEND,WA,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
13235,OLYMPIC HIGH SCHOOL FOUNDATION,,462687879,CHARLOTTE,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
13236,OLYMPIC MUSIC FESTIVAL,,911061147,PORT TOWNSEND,WA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
13237,OLYMPUS INTERNATIONAL ALUMMI INC,,521050497,DALLAS,TX,501(C)3,13500,,FOR RECIPIENT'S EXEMPT PURPOSE
13238,OM FOUNDATION INC,,274116566,NEW HYDE PARK,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
