row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
14314,NEW VENTURE FUND,,205806345,WASHINGTON,DC,501(C)3,298500,,FOR RECIPIENT'S EXEMPT PURPOSE
14315,NEW VINTAGE CHURCH,,941275244,SANTA ROSA,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14316,NEW VISIONS FOR PUBLIC SCHOOLS INC,,133538961,NEW YORK CITY,NY,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
14317,NEW VOCATIONS RACEHORSE ADOPTION PROGRAM,,311681380,LEXINGTON,KY,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
14318,NEW WAVE CORPORATION,,431026021,COLUMBIA,MO,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
14319,NEW WAY HOMES INC,,474091853,SANTA CRUZ,CA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14320,NEW WORK FELLOWSHIP,,611314338,HOPKINSVILLE,KY,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
14321,NEW WORLD SYMPHONY INC,,592809056,MIAMI BEACH,FL,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
14322,NEW WORLD UNITY CHURCH,,541875683,SPRINGFIELD,VA,501(C)3,48000,,FOR RECIPIENT'S EXEMPT PURPOSE
14323,NEW YORK - NEW JERSEY TRAIL CONFERENCE INC,,226042838,MAHWAH,NJ,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
14324,NEW YORK ABORTION ACCESS FUND,,061610849,NEW YORK CITY,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
14325,NEW YORK ACADEMY OF SCIENCES,,131773640,NEW YORK CITY,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
14326,NEW YORK AVENUE PRESBYTERIAN CHURCH CHURCH OF WASH,,530196612,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14327,NEW YORK BOTANICAL GARDEN,,131693134,BRONX,NY,501(C)3,378225,,FOR RECIPIENT'S EXEMPT PURPOSE
14328,NEW YORK BULLY CREW,,274846322,EAST PATCHOGUE,NY,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
14329,NEW YORK CANCER CENTER INC,,272464042,BROOKLYN,NY,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14330,NEW YORK CARES INC,,133444193,NEW YORK CITY,NY,501(C)3,43500,,FOR RECIPIENT'S EXEMPT PURPOSE
14331,NEW YORK CATHOLIC FOUNDATION INC,,204763501,NEW YORK CITY,NY,501(C)3,14500,,FOR RECIPIENT'S EXEMPT PURPOSE
14332,NEW YORK CITY BALLET INC,,132947386,NEW YORK CITY,NY,501(C)3,131600,,FOR RECIPIENT'S EXEMPT PURPOSE
14333,NEW YORK CITY BIRD ALLIANCE INC,,133057954,NEW YORK CITY,NY,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
14334,NEW YORK CITY CENTER INC,,132867442,NEW YORK CITY,NY,501(C)3,63500,,FOR RECIPIENT'S EXEMPT PURPOSE
14335,NEW YORK CITY GAY AND LESBIAN ANTI-VIOLENCE PROJEC,,133149200,NEW YORK CITY,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14336,NEW YORK CITY PARENTS OF LESBIANS AND GAY MEN INC,,133049626,NEW YORK CITY,NY,501(C)3,19600,,FOR RECIPIENT'S EXEMPT PURPOSE
14337,NEW YORK CITY POLICE FOUNDATION INC,,132711338,NEW YORK CITY,NY,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
14338,NEW YORK CITY RESCUE MISSION,,135596794,NEW YORK CITY,NY,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
14339,NEW YORK CITY URBAN DEBATE LEAGUE INC,,455249743,NEW YORK CITY,NY,501(C)3,26500,,FOR RECIPIENT'S EXEMPT PURPOSE
14340,NEW YORK CLASSICAL THEATRE INC,,861056388,NEW YORK CITY,NY,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
14341,NEW YORK COALITION FOR HEALTHY SCHOOL LUNCHES INC,,432054405,MAMARONECK,NY,501(C)3,250000,,FOR RECIPIENT'S EXEMPT PURPOSE
14342,NEW YORK COMMON PANTRY,,133127972,NEW YORK CITY,NY,501(C)3,51950,,FOR RECIPIENT'S EXEMPT PURPOSE
14343,NEW YORK COMMUNITIES ORGANIZING FUND INC,,272332649,BROOKLYN,NY,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
14344,NEW YORK COMMUNITY TRUST AKA COMMUNITY FUNDS INC,,133062214,NEW YORK CITY,NY,501(C)3,364700,,FOR RECIPIENT'S EXEMPT PURPOSE
14345,NEW YORK FLUTE CLUB INC,,237124213,NEW YORK CITY,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
14346,NEW YORK FOCUS NEWS,,853154579,BROOKLYN,NY,501(C)3,55000,,FOR RECIPIENT'S EXEMPT PURPOSE
14347,NEW YORK FOUNDATION FOR THE ARTS,,237129564,NEW YORK CITY,NY,501(C)3,154750,,FOR RECIPIENT'S EXEMPT PURPOSE
14348,NEW YORK GILBERT & SULLIVAN PLAYERS,,132862043,NEW YORK CITY,NY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
14349,NEW YORK HALL OF SCIENCE,,112104059,CORONA,NY,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
14350,NEW YORK HISTORICAL SOCIETY,,131624124,NEW YORK CITY,NY,501(C)3,939050,,FOR RECIPIENT'S EXEMPT PURPOSE
14351,NEW YORK IMMIGRATION COALITION INC,,133573409,NEW YORK CITY,NY,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
14352,NEW YORK JUNIOR TENNIS LEAGUE INC,,237442256,LONG ISLAND CITY,NY,501(C)3,71000,,FOR RECIPIENT'S EXEMPT PURPOSE
14353,NEW YORK LANDMARKS CONSERVANCY INC,,237181785,NEW YORK CITY,NY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
14354,NEW YORK LAWYERS FOR THE PUBLIC INTEREST INC,,132860703,NEW YORK CITY,NY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
14355,NEW YORK LEAGUE OF CONSERVATION VOTERS EDUCATION F,,133727122,NEW YORK CITY,NY,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
14356,NEW YORK MEDICAL COLLEGE,,131099420,VALHALLA,NY,501(C)3,11508,,FOR RECIPIENT'S EXEMPT PURPOSE
14357,NEW YORK OPERA SOCIETY INC,,800471095,POTOMAC,MD,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14358,NEW YORK POPS INC,,133240366,NEW YORK CITY,NY,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
14359,NEW YORK PROVINCE OF THE SOCIETY OF JESUS,,135635795,NEW YORK CITY,NY,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
14360,NEW YORK PUBLIC INTEREST RESEARCH GROUP FUND INC,,132876109,NEW YORK CITY,NY,501(C)3,29520,,FOR RECIPIENT'S EXEMPT PURPOSE
14361,NEW YORK PUBLIC RADIO,,133015230,NEW YORK CITY,NY,501(C)3,208868,,FOR RECIPIENT'S EXEMPT PURPOSE
14362,NEW YORK ROAD RUNNERS INC,,132949483,NEW YORK CITY,NY,501(C)3,48240,,FOR RECIPIENT'S EXEMPT PURPOSE
14363,NEW YORK SCHOOL OF INTERIOR DESIGN,,131662715,NEW YORK CITY,NY,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
14364,NEW YORK SHAKESPEARE FESTIVAL,,131844852,NEW YORK CITY,NY,501(C)3,248754,,FOR RECIPIENT'S EXEMPT PURPOSE
14365,NEW YORK STATE CHAPTER OF THE AMERICAN CHESTNUT FO,,161369777,LAURENS,NY,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
14366,NEW YORK STEM CELL FOUNDATION INC,,202905531,NEW YORK CITY,NY,501(C)3,70500,,FOR RECIPIENT'S EXEMPT PURPOSE
14367,NEW YORK THEATRE WORKSHOP INC,,133131491,NEW YORK CITY,NY,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
14368,NEW YORK UNIVERSITY,,135562308,NEW YORK CITY,NY,501(C)3,2898335,,FOR RECIPIENT'S EXEMPT PURPOSE
14369,NEW YORK YACHT CLUB FOUNDATION,,208288446,NEWPORT,RI,501(C)3,191500,,FOR RECIPIENT'S EXEMPT PURPOSE
14370,NEW YORK YOUTH SYMPHONY INC,,136133041,NEW YORK CITY,NY,501(C)3,52000,,FOR RECIPIENT'S EXEMPT PURPOSE
14371,NEW YORK ZAKAT INC,,843108165,NEW YORK CITY,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14372,NEW YORK ZEN CENTER FOR CONTEMPLATIVE CARE,,208452673,NEW YORK CITY,NY,501(C)3,12296,,FOR RECIPIENT'S EXEMPT PURPOSE
14373,NEW YORKERS AGAINST GUN VOILENCE EDUCATION FUND IN,,133808186,NEW YORK CITY,NY,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14374,NEW YORKERS FOR CHILDREN INC,,133904537,NEW YORK CITY,NY,501(C)3,73500,,FOR RECIPIENT'S EXEMPT PURPOSE
14375,NEW YORK-PRESBYTERIAN FUND INC,,133160356,NEW YORK CITY,NY,501(C)3,1715000,,FOR RECIPIENT'S EXEMPT PURPOSE
14376,NEWARK ACADEMY,,221487270,LIVINGSTON,NJ,501(C)3,18274,,FOR RECIPIENT'S EXEMPT PURPOSE
14377,NEWARK PUBLIC RADIO INC,,222137728,NEWARK,NJ,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
14378,NEWBERG FOURSQUARE CHURCH,,942943208,NEWBERG,OR,501(C)3,9600,,FOR RECIPIENT'S EXEMPT PURPOSE
14379,NEWBRIDGES IMMIGRANT RESOURCE CENTER,,455532648,HARRISONBURG,VA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
14380,NEWBURYPORT MARITIME SOCIETY INC,,237013467,NEWBURYPORT,MA,501(C)3,10750,,FOR RECIPIENT'S EXEMPT PURPOSE
14381,NEWHOUSE,,430962293,KANSAS CITY,MO,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14382,NEWLAND PRESBYTERIAN CHURCH,,560132726,NEWLAND,NC,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
14383,NEWLONSBURG PRESBYTERIAN CHURCH,,251035673,MURRYSVILLE,PA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14384,NEWMAN CATHOLIC CAMPUS MINISTRIES,,612107830,DULUTH,MN,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
14385,NEWMAN CATHOLIC STUDENT CENTER UNIVERSITY OF NORT,,560929282,CHAPEL HILL,NC,501(C)3,354000,,FOR RECIPIENT'S EXEMPT PURPOSE
14386,NEWMAN CENTER OF UNIVERISTY OF PENNSYLVANIA,,813144446,PHILADELPHIA,PA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14387,NEWMAN MINISTRIES INTERNATIONAL INC,,453160899,LAS VEGAS,NV,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14388,NEWPORT ART MUSEUM AND ART ASSOCIATION,,050258803,NEWPORT,RI,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
14389,NEWPORT BEACH PUBLIC LIBRARY FOUNDATION,,330593010,NEWPORT BEACH,CA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
14390,NEWPORT COVENANT CHURCH BELLEVUE WA,,910824992,BELLEVUE,WA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
14391,NEWPORT HISTORICAL SOCIETY,,050264532,NEWPORT,RI,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
14392,NEWPORT JEWISH CENTER,,200083565,NEWPORT BEACH,CA,501(C)3,19000,,FOR RECIPIENT'S EXEMPT PURPOSE
14393,NEWPORT PRESBYTERIAN CHURCH,,910895705,BELLEVUE,WA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14394,NEWSONG COMMUNITY CHURCH OF ORANGE COUNTY,,330633058,SANTA ANA,CA,501(C)3,70500,,FOR RECIPIENT'S EXEMPT PURPOSE
14395,NEWTON COMMUNITY FARM INC,,202482452,NEWTON,MA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14396,NEWTON COVENANT CHURCH NEWTON MA,,823918013,WEST NEWTON,MA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
14397,NEWTON FOOD PANTRY INC,,043218895,NEWTON CENTER,MA,501(C)3,24750,,FOR RECIPIENT'S EXEMPT PURPOSE
14398,NEWTON-WELLESLEY HOSPITAL,,042103611,NEWTON,MA,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
14399,NEWVIEW OKLAHOMA INC,,730592386,OKLAHOMA CITY,OK,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14400,NEXT CITY INC,,223886361,PHILADELPHIA,PA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
14401,NEXT DOOR SOLUTIONS TO DOMESTIC VIOLENCE,,942420708,SAN JOSE,CA,501(C)3,153000,,FOR RECIPIENT'S EXEMPT PURPOSE
14402,NEXT GEN PERSONAL FINANCE,,823648278,PALO ALTO,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14403,NEXT GENERATION CHOICES FOUNDATION INC,,300240622,WARRENTON,VA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14404,NEXT GENERATION FOCUS INC,,412264512,CUMMING,GA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14405,NEXT GENERATION SCHOLARS INC,,261110584,SAN RAFAEL,CA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
14406,NEXT PLAY EDUCATION,,883117436,SAN FRANCISCO,CA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
14407,NEXT RIVER,,871629269,OAKLAND,CA,501(C)3,150000,,FOR RECIPIENT'S EXEMPT PURPOSE
14408,NEXTBOOK INC,,412116973,NEW YORK CITY,NY,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14409,NEXTGEN EDUCATION FUND,,863766505,SAN FRANCISCO,CA,501(C)3,130000,,FOR RECIPIENT'S EXEMPT PURPOSE
14410,NEXTTALK,,813589725,SAN ANTONIO,TX,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
14411,NEXUS RECOVERY CENTER INCORPORATED,,237169388,DALLAS,TX,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
14412,NF NORTH CENTRAL,,813819245,ROCHESTER,MN,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14413,NF2 BIOSOLUTIONS,,830940046,WEST CHESTER,PA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
14414,NIAGARA FALLS BOYS & GIRLS CLUB INC,,160743093,NIAGARA FALLS,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14415,NIAGARA UNIVERSITY,,160755807,NIAGARA UNIVERSITY,NY,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
14416,NIANTIC COMMUNITY CHURCH INC,,060730285,NIANTIC,CT,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14417,NICHE CLINIC,,841806732,PHILADELPHIA,PA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14418,NICHOLS METHODIST CHURCH,,060759556,TRUMBULL,CT,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14419,NICKAJACK ELEMENTARY FOUNDATION INCORPORATED,,472141211,SMYRNA,GA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
14420,NICKLAUS CHILDRENS HEALTH CARE FOUNDATION INC,,571154352,NORTH PALM BEACH,FL,501(C)3,78731,,FOR RECIPIENT'S EXEMPT PURPOSE
14421,NICKS WAY,,880870507,WATERFORD,VA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
14422,NICOLE MICHELLE LEWIS,,851860324,STOCKTON,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
14423,NICOLET COLLEGE FOUNDATION INC,,237112418,RHINELANDER,WI,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
14424,NIJC NFP,,933878636,CHICAGO,IL,501(C)3,23025,,FOR RECIPIENT'S EXEMPT PURPOSE
14425,NIKKEI HERITAGE ASSOCIATION OF WASHINGTON,,200062363,SEATTLE,WA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
14426,NILES TOWNSHIP FOOD PANTRY FOUNDATION,,383776260,SKOKIE,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14427,NINE LIVES FOUNDATION,,202150714,REDWOOD CITY,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
14428,NINE PBS ST LOUIS REGIONAL PUBLIC MEDIA INC,,430685345,ST LOUIS,MO,501(C)3,36450,,FOR RECIPIENT'S EXEMPT PURPOSE
14429,NISHIMACHI FOUNDATION,,510257671,WILMINGTON,DE,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14430,NISHTAR ALUMNI OF NORTH AMERICA (NANA),,273595054,HORSEHEADS,NY,501(C)3,110000,,FOR RECIPIENT'S EXEMPT PURPOSE
14431,NITARTHA INTERNATIONAL,,133812598,SEATTLE,WA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
14432,NITTANY LION WRESTLING CLUB,,251408517,STATE COLLEGE,PA,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
14433,NJ COALITION TO END HOMELESSNESS - A NEW JERSEY NO,,453700939,PRINCETON,NJ,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
14434,NJ LEEP,,510591204,NEWARK,NJ,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
14435,NJVEG,,830619118,PEMBERTON,NJ,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14436,NJY CAMPS (NEW JERSEY FEDERATION OF YNG MENS HEBRE,,221487266,FAIRFIELD,NJ,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
14437,NK MISSIONS INC,,472061182,RICHMOND,VA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
14438,NLI USA INC,,464986788,NEW YORK CITY,NY,501(C)3,706800,,FOR RECIPIENT'S EXEMPT PURPOSE
14439,N-LOREM FOUNDATION,,843288113,CARLSBAD,CA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
14440,NM OUTFITTER & GUIDE PROTECTION AND EDUCATION COAL,,851098565,STANLEY,NM,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
14441,NM VETERANS INTEGRATION CENTERS (VIC),,550901604,ALBUQUERQUE,NM,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14442,NMDP FOUNDATION,,411704734,MINNEAPOLIS,MN,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
14443,NO EXCUSES UNLIMITED,,841323472,ARVADA,CO,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
14444,NO FALLEN HEROES FOUNDATION INC,,881105250,BOCA RATON,FL,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
14445,NO GREATER SACRIFICE FOUNDATION,,261572599,WASHINGTON,DC,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
14446,NO KID HUNGRY BY SHARE OUR STRENGTH,,521367538,WASHINGTON,DC,501(C)3,1142950,,FOR RECIPIENT'S EXEMPT PURPOSE
14447,NO LIMITS ACADEMY INC,,262679950,MELBOURNE,FL,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
14448,NO LONGER BOUND INC,,581927695,CUMMING,GA,501(C)3,7900,,FOR RECIPIENT'S EXEMPT PURPOSE
14449,NO ONE LEFT BEHIND INC,,471251659,ARLINGTON,VA,501(C)3,756250,,FOR RECIPIENT'S EXEMPT PURPOSE
14450,NO SQUARE THEATRE,,330571975,LAGUNA BEACH,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
14451,NOAH HOMES INC,,953821566,SPRING VALLEY,CA,501(C)3,12400,,FOR RECIPIENT'S EXEMPT PURPOSE
14452,NOAH PROJECT,,383456850,MUSKEGON,MI,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
14453,NOAHS ARK ANIMAL SANCTUARY INC,,362971204,ROCKFORD,IL,501(C)3,6200,,FOR RECIPIENT'S EXEMPT PURPOSE
14454,NOAH'S ARK ANIMAL SHELTER,,753060874,GAINESVILLE,TX,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
14455,NOAHS ARKS RESCUE,,262553174,OKATIE,SC,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
14456,NOANK BAPTIST CHURCH,,060776996,GROTON,CT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14457,NOBLE AND GREENOUGH SCHOOL,,042104784,DEDHAM,MA,501(C)3,191500,,FOR RECIPIENT'S EXEMPT PURPOSE
14458,NOBLE NETWORK OF CHARTER SCHOOLS,,364241970,CHICAGO,IL,501(C)3,2019500,,FOR RECIPIENT'S EXEMPT PURPOSE
14459,NOLAN HIGH SCHOOL,,756005367,FORT WORTH,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14460,NOMI NETWORK,,800290896,NEW YORK CITY,NY,501(C)3,74333,,FOR RECIPIENT'S EXEMPT PURPOSE
14461,NONLINEAR INC,,884043628,LA PORTE,IN,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14462,NONPROFIT FINANCE FUND,,133238657,NEW YORK CITY,NY,501(C)3,95000,,FOR RECIPIENT'S EXEMPT PURPOSE
14463,NONPROFIT VOTE INC,,204568862,SOMERVILLE,MA,501(C)3,5250,,FOR RECIPIENT'S EXEMPT PURPOSE
14464,NONVIOLENCE INTERNATIONAL,,521645787,WASHINGTON,DC,501(C)3,110200,,FOR RECIPIENT'S EXEMPT PURPOSE
14465,NONVIOLENT PEACEFORCE,,352197019,MINNEAPOLIS,MN,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
14466,NORD CENTER,,340949459,LORAIN,OH,501(C)3,400000,,FOR RECIPIENT'S EXEMPT PURPOSE
14467,NORFOLK BOTANICAL GARDEN INC,,540788933,NORFOLK,VA,501(C)3,71000,,FOR RECIPIENT'S EXEMPT PURPOSE
14468,NORFOLK CHRISTIAN SCHOOLS,,540573503,NORFOLK,VA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
14469,NORFOLK SOCIETY FOR THE PREVENTION OF CRUELTY TO A,,540515759,NORFOLK,VA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
14470,NORMAL ANOMALY INITIATIVE INC,,863819643,HOUSTON,TX,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
14471,NORMANDALE HOUSING CORPORATION,,411836165,MINNEAPOLIS,MN,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
14472,NORMANDALE LUTHERAN CHURCH,,410838961,MINNEAPOLIS,MN,501(C)3,116000,,FOR RECIPIENT'S EXEMPT PURPOSE
14473,NOROTON PRESBYTERIAN CHURCH,,060646751,DARIEN,CT,501(C)3,14250,,FOR RECIPIENT'S EXEMPT PURPOSE
14474,NORRIS FERRY COMMUNITY CHURCH,,010844824,SHREVEPORT,LA,501(C)3,8100,,FOR RECIPIENT'S EXEMPT PURPOSE
14475,NORRISTOWN HOSPITALITY CENTER,,222505101,NORRISTOWN,PA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
14476,NORRISTOWN ZOOLOGICAL SOCIETY,,231970067,NORRISTOWN,PA,501(C)3,33526,,FOR RECIPIENT'S EXEMPT PURPOSE
14477,NORTE YOUTH CYCLING,,464861142,TRAVERSE CITY,MI,501(C)3,9507,,FOR RECIPIENT'S EXEMPT PURPOSE
14478,NORTH ALABAMA AGRIPLEX FOUNDATION,,631097694,CULLMAN,AL,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
14479,NORTH AMERICAN BAPTIST SEMINARY,,460237098,SIOUX FALLS,SD,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
14480,NORTH AMERICAN LUTHERAN CHURCH,,846125492,COLORADO SPRINGS,CO,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
14481,NORTH AMERICAN LUTHERAN CHURCH,,251450202,SARVER,PA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
14482,NORTH AMERICAN LUTHERAN CHURCH,,746087115,BOERNE,TX,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
14483,NORTH AMERICAN LUTHERAN CHURCH,,310670665,HILLIARD,OH,501(C)3,28400,,FOR RECIPIENT'S EXEMPT PURPOSE
14484,NORTH AMERICAN LUTHERAN CHURCH,,546059382,ROANOKE,VA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14485,NORTH AMERICAN MISSION BOARD OF THE SOUTHERN BAPTI,,582379481,ALPHARETTA,GA,501(C)3,30750,,FOR RECIPIENT'S EXEMPT PURPOSE
14486,NORTH ATLANTA CHURCH OF CHRIST,,581286505,ATLANTA,GA,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
14487,NORTH AUSTIN CROSSROADS COMMUNITY CHURCH,,260395449,AUSTIN,TX,501(C)3,315000,,FOR RECIPIENT'S EXEMPT PURPOSE
14488,NORTH AVENUE PRESBYTERIAN CHURCH,,580607084,ATLANTA,GA,501(C)3,27498,,FOR RECIPIENT'S EXEMPT PURPOSE
14489,NORTH BAY ORGANIZING PROJECT,,452369887,SANTA ROSA,CA,501(C)3,40500,,FOR RECIPIENT'S EXEMPT PURPOSE
14490,NORTH BEACH CITIZENS,,943360013,SAN FRANCISCO,CA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
14491,NORTH BENNET STREET SCHOOL,,042103830,BOSTON,MA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
14492,NORTH BRANCH NATURE CENTER INC,,760830759,MONTPELIER,VT,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
14493,NORTH BRIDGE ACADEMY,,473823645,MILL VALLEY,CA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
14494,NORTH BROADWAY CHILDRENS CENTER INC,,310823799,COLUMBUS,OH,501(C)3,90000,,FOR RECIPIENT'S EXEMPT PURPOSE
14495,NORTH CAROLINA AGRICULTURAL FOUNDATION INC,,566049304,RALEIGH,NC,501(C)3,40750,,FOR RECIPIENT'S EXEMPT PURPOSE
14496,NORTH CAROLINA BOTANICAL GARDEN FOUNDATION INC,,566076622,CHAPEL HILL,NC,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
14497,NORTH CAROLINA COMMUNITY FOUNDATION,,581661700,RALEIGH,NC,501(C)3,28550,,FOR RECIPIENT'S EXEMPT PURPOSE
