row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
16903,NORTHWEST PILOT PROJECT INC,,93-0635871,PORTLAND,OR,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16904,NORTHWEST PREGNANCY CENTER INC,,76-0338152,HOUSTON,TX,501(C)3,15950,,FOR RECIPIENT'S EXEMPT PURPOSE
16905,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,,91-1122839,PORT HADLOCK,WA,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
16906,NORTHWEST STRAITS MARINE CONSERVATION FOUNDATION,,91-2147136,BELLINGHAM,WA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16907,NORTHWEST WINE BENEFIT FOUNDATION,,91-1550425,SEATTLE,WA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16908,NORTHWEST YESHIVA HIGH SCHOOL,,91-1045815,MERCER ISLAND,WA,501(C)3,8740,,FOR RECIPIENT'S EXEMPT PURPOSE
16909,NORTHWESTERN COLLEGE,,42-0698196,ORANGE CITY,IA,501(C)3,169450,,FOR RECIPIENT'S EXEMPT PURPOSE
16910,NORTHWESTERN MEMORIAL HEALTHCARE,,36-3155315,CHICAGO,IL,501(C)3,232300,,FOR RECIPIENT'S EXEMPT PURPOSE
16911,NORTHWESTERN UNIVERSITY,,36-2167817,EVANSTON,IL,501(C)3,2393400,,FOR RECIPIENT'S EXEMPT PURPOSE
16912,NORTHWESTERN UNIVERSITY SETTLEMENT,,36-2167818,CHICAGO,IL,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
16913,NORTHWOOD CHURCH OF GULFPORT INC,,64-0702706,GULFPORT,MS,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16914,NORTHWOOD SCHOOL,,14-1401103,LAKE PLACID,NY,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16915,NORTHWOOD TECHNICAL COLLEGE FOUNDATION INC,,39-1313438,RICE LAKE,WI,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16916,NORTHWOODS BATTERED WOMENS SHELTER INC,,41-1333404,BEMIDJI,MN,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16917,NORTHWOODS COMMUNITY CHURCH,,37-1267704,PEORIA,IL,501(C)3,14400,,FOR RECIPIENT'S EXEMPT PURPOSE
16918,NORTHWOODS HUMANE SOCIETY,,39-1634807,HAYWARD,WI,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16919,NORTHWOODS TRACTOR CLUB INC,,45-2428309,BRYANT,WI,501(C)3,85000,,FOR RECIPIENT'S EXEMPT PURPOSE
16920,NORTHWOODS WOMEN INC,,39-1364912,ASHLAND,WI,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16921,NORTON MUSEUM OF ART INC,,59-0624432,WEST PALM BCH,FL,501(C)3,22450,,FOR RECIPIENT'S EXEMPT PURPOSE
16922,NORWALK ACTS INC,,82-5334443,NORWALK,CT,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16923,NORWALK COMMUNITY COLLEGE FOUNDATION,,06-6080293,NORWALK,CT,501(C)3,243000,,FOR RECIPIENT'S EXEMPT PURPOSE
16924,NORWALK HOSPITAL ASSOCIATION,,06-6068853,NORWALK,CT,501(C)3,5750,,FOR RECIPIENT'S EXEMPT PURPOSE
16925,NORWALK HOSPITAL FOUNDATION INC,,22-2577707,NORWALK,CT,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
16926,NORWEGIAN AMERICAN HOSPITAL FOUNDATION,,36-3257131,CHICAGO,IL,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16927,NORWICH COMMUNITY COLLABORATIVE INC,,92-1407836,NORWICH,VT,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16928,NORWOOD CHRISTIAN CHURCH INC,,74-2414131,NORWOOD,CO,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16929,NORWOOD SCHOOL INC,,52-0901098,BETHESDA,MD,501(C)3,13850,,FOR RECIPIENT'S EXEMPT PURPOSE
16930,NOSH DELIVERS INC,,88-2984084,SEA CLIFF,NY,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
16931,NOT ABANDONED,,91-1470478,KIRKLAND,WA,501(C)3,75500,,FOR RECIPIENT'S EXEMPT PURPOSE
16932,NOT BY WORKS INC,,46-3352303,FALCON,CO,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16933,NOT MY KID INC,,86-0988329,SCOTTSDALE,AZ,501(C)3,105000,,FOR RECIPIENT'S EXEMPT PURPOSE
16934,NOTE-ABLE MUSIC THERAPY SERVICES,,86-1067227,RENO,NV,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16935,NOTHING BUT THE TRUTH INC,,27-5424155,DACULA,GA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16936,NOTHING IS WASTED MINISTRIES INC,,46-4012847,GREENVILLE,KY,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
16937,NOTLEY IMPACT,,85-3304316,AUSTIN,TX,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
16938,NOTRE DAME ACADEMY HIGH SCHOOL,,20-1332826,TOLEDO,OH,501(C)3,15941,,FOR RECIPIENT'S EXEMPT PURPOSE
16939,NOTRE DAME CATHOLIC CHURCH,,74-1256502,KERRVILLE,TX,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
16940,NOTRE DAME COLLEGE PREP,,36-2387144,NILES,IL,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16941,NOTRE DAME DE LA BAIE ACADEMY,,39-1659776,GREEN BAY,WI,501(C)3,22500,,FOR RECIPIENT'S EXEMPT PURPOSE
16942,NOTRE DAME HIGH SCHOOL,,62-0534808,CHATTANOOGA,TN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16943,NOTRE DAME HIGH SCHOOL,,94-1424421,BELMONT,CA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
16944,NOTRE DAME HIGH SCHOOL OF PEORIA INC,,35-2200752,PEORIA,IL,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16945,NOTRE DAME OF DALLAS SCHOOLS INC,,75-2056943,DALLAS,TX,501(C)3,16600,,FOR RECIPIENT'S EXEMPT PURPOSE
16946,NOTRE DAME OF MARYLAND UNIVERSITY,,52-0591641,BALTIMORE,MD,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16947,NOTRE DAME PARISH,,11-2017403,NEW HYDE PARK,NY,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16948,NOTRE DAME PARISH,,36-2282533,CLARENDON HILLS,IL,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
16949,NOTRE DAME SCHOOL OF MANHATTAN,,13-1782481,NEW YORK,NY,501(C)3,60322,,FOR RECIPIENT'S EXEMPT PURPOSE
16950,NOTRE DAME SCHOOL OF MILWAUKEE INC,,39-1850760,MILWAUKEE,WI,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
16951,NOTRE DAME SISTERS,,47-0408244,OMAHA,NE,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
16952,NOURISH KNOXVILLE,,46-2030131,KNOXVILLE,TN,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
16953,NOURISH MEALS ON WHEELS,,84-0617651,CENTENNIAL,CO,501(C)3,54500,,FOR RECIPIENT'S EXEMPT PURPOSE
16954,NOURISH NJ INC,,22-3084025,DOVER,NJ,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
16955,NOURISH NOW FOUNDATION INC,,45-2404503,ROCKVILLE,MD,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16956,NOURISH UP,,56-1398498,CHARLOTTE,NC,501(C)3,49000,,FOR RECIPIENT'S EXEMPT PURPOSE
16957,NOURISHING BETHESDA INC,,88-3870659,BETHESDA,MD,501(C)3,48800,,FOR RECIPIENT'S EXEMPT PURPOSE
16958,NOURISHING HOPE,,36-2734184,CHICAGO,IL,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
16959,NOURISHNC INC,,27-1439138,WILMINGTON,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16960,NOVA INSTITUTE FOR HEALTH INC,,20-1799284,BALTIMORE,MD,501(C)3,750000,,FOR RECIPIENT'S EXEMPT PURPOSE
16961,NOVA OF VIRGINIA AQUATICS INC,,54-1427388,RICHMOND,VA,501(C)3,28500,,FOR RECIPIENT'S EXEMPT PURPOSE
16962,NOVA SOUTHEASTERN UNIVERSITY INC,,59-1083502,FT LAUDERDALE,FL,501(C)3,11700,,FOR RECIPIENT'S EXEMPT PURPOSE
16963,NOVA UKRAINE,,46-5335435,PALO ALTO,CA,501(C)3,10581500,,FOR RECIPIENT'S EXEMPT PURPOSE
16964,NOVEA MINISTRIES,,93-1049687,COLORADO SPGS,CO,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16965,NOVO MISSION INC,,95-3523150,ANAHEIM,CA,501(C)3,31650,,FOR RECIPIENT'S EXEMPT PURPOSE
16966,NOVUSWAY INC,,58-1911780,ARDEN,NC,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
16967,NOW I CAN FOUNDATION,,26-2996097,OREM,UT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16968,NOW I LAY ME DOWN TO SLEEP,,77-0656322,HGHLNDS RANCH,CO,501(C)3,5538,,FOR RECIPIENT'S EXEMPT PURPOSE
16969,NOYO CENTER FOR MARINE SCIENCE,,46-5359631,FORT BRAGG,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16970,NPR FOUNDATION,,52-1795789,WASHINGTON,DC,501(C)3,78500,,FOR RECIPIENT'S EXEMPT PURPOSE
16971,NTM INFO & RESEARCH INC,,20-0156638,PALMETTO BAY,FL,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16972,NU DECO ENSEMBLE INC,,46-2816614,MIAMI,FL,501(C)3,23892,,FOR RECIPIENT'S EXEMPT PURPOSE
16973,NUCI PHILLIPS MEMORIAL FOUNDATION INC,,58-2409414,ATHENS,GA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16974,NUCLEAR INNOVATION ALLIANCE,,37-1859117,WASHINGTON,DC,501(C)3,250000,,FOR RECIPIENT'S EXEMPT PURPOSE
16975,NUCLEAR THREAT INITIATIVE INC,,52-2289435,WASHINGTON,DC,501(C)3,43000,,FOR RECIPIENT'S EXEMPT PURPOSE
16976,NUDGE FOUNDATION,,47-4504533,IRVING,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16977,NUESTRA ALIANZA DE WILLITS,,04-3732550,WILLITS,CA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16978,NUEVA ESPERANZA,,23-2552707,PHILADELPHIA,PA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
16979,NUEVA ESPERANZA- NEW HOPE GIRLS INC,,45-0735926,SARASOTA,FL,501(C)3,160000,,FOR RECIPIENT'S EXEMPT PURPOSE
16980,NUFDI FUND INC,,27-1965216,POTOMAC,MD,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16981,NUMBERSUSA EDUCATION & RESEARCH FOUNDATION,,47-0865426,ARLINGTON,VA,501(C)3,100500,,FOR RECIPIENT'S EXEMPT PURPOSE
16982,NUMBERSUSA SUPPORT ORGANIZATION,,82-1341354,ARLINGTON,VA,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16983,NURSE FAMILY PARTNERSHIP,,20-0234163,DENVER,CO,501(C)3,60557,,FOR RECIPIENT'S EXEMPT PURPOSE
16984,NURSES FOR NEWBORNS,,43-1601329,SAINT LOUIS,MO,501(C)3,7100,,FOR RECIPIENT'S EXEMPT PURPOSE
16985,NURTURING INDEPENDENCE THROUGH ARTISTIC DEVELOPMEN,,94-2837552,RICHMOND,CA,501(C)3,50500,,FOR RECIPIENT'S EXEMPT PURPOSE
16986,NURTURING MINDS INC,,20-8870624,NEWTONVILLE,MA,501(C)3,111000,,FOR RECIPIENT'S EXEMPT PURPOSE
16987,NURU INTERNATIONAL,,26-1250716,WASHINGTON,DC,501(C)3,80000,,FOR RECIPIENT'S EXEMPT PURPOSE
16988,NUS AMERICA FOUNDATION INC,,20-2368621,SAN MATEO,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16989,NUTMEG CONSERVATORY FOR THE ARTS,,23-7396180,TORRINGTON,CT,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16990,NUTRITION COALITION,,81-4498321,NEW YORK,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16991,NUTRITIONFACTS ORG INC,,05-0559626,TAKOMA PARK,MD,501(C)3,98267,,FOR RECIPIENT'S EXEMPT PURPOSE
16992,NUZZLES & CO,,87-0482464,PEOA,UT,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16993,NW CHILDRENS FOUNDATION,,91-1314318,SEATTLE,WA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16994,NW COMMUNITY FOOD,,92-1285692,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16995,NW ENERGY COALITION,,91-1144122,SEATTLE,WA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16996,NYACK HOMELESS PROJECT LTD,,41-2188728,NYACK,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16997,NYAKA INC,,35-2153719,EAST LANSING,MI,501(C)3,72340,,FOR RECIPIENT'S EXEMPT PURPOSE
16998,NYC FIRST INC,,46-2754933,NEW YORK,NY,501(C)3,63500,,FOR RECIPIENT'S EXEMPT PURPOSE
16999,NYSARC INC,,16-0769044,WILLIAMSVILLE,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
17000,NYU LANGONE HEALTH SYSTEM,,47-2613531,NEW YORK,NY,501(C)3,110000,,FOR RECIPIENT'S EXEMPT PURPOSE
17001,NYU LANGONE HOSPITALS,,13-3971298,NEW YORK,NY,501(C)3,3084500,,FOR RECIPIENT'S EXEMPT PURPOSE
17002,O C INTERNATIONAL INC,,94-1501634,COLORADO SPRINGS,CO,501(C)3,33500,,FOR RECIPIENT'S EXEMPT PURPOSE
17003,O DEA HIGH SCHOOL FOUNDATION,,91-1307532,SEATTLE,WA,501(C)3,30225,,FOR RECIPIENT'S EXEMPT PURPOSE
17004,OAK CITY CHURCH,,20-5414890,RALEIGH,NC,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
17005,OAK CREST VILLAGE INC,,52-1874053,CATONSVILLE,MD,501(C)3,3040000,,FOR RECIPIENT'S EXEMPT PURPOSE
17006,OAK GROVE CHURCH OF THE BRETHREN,,54-1160164,ROANOKE,VA,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
17007,OAK GROVE LUTHERAN HIGH SCHOOL,,45-0226473,FARGO,ND,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
17008,OAK GROVE UNITED METHODIST CHURCH,,58-0865171,DECATUR,GA,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
17009,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,,59-3562098,GAINESVILLE,FL,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
17010,OAK HAVEN CHURCH,,41-1478717,HAM LAKE,MN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17011,OAK HILL SCHOOL,,62-0793592,NASHVILLE,TN,501(C)3,60500,,FOR RECIPIENT'S EXEMPT PURPOSE
17012,OAK HILL SCHOOL,,93-1135796,EUGENE,OR,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
17013,OAK LIFE CHURCH,,82-0837280,OAKLAND,CA,501(C)3,27500,,FOR RECIPIENT'S EXEMPT PURPOSE
17014,OAK PARK AND RIVER FOREST HIGH ALUMNI ASSOCIATION,,36-4511568,OAK PARK,IL,501(C)3,180000,,FOR RECIPIENT'S EXEMPT PURPOSE
17015,OAK PARK AND RIVER FOREST HIGH SCHOOL IMAGINE FOUN,,84-1987439,OAK PARK,IL,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
17016,OAK PARK AND RIVER FOREST INFANT WELFARE SOCIETY,,36-9002074,OAK PARK,IL,501(C)3,13250,,FOR RECIPIENT'S EXEMPT PURPOSE
17017,OAK PARK-RIVER FOREST COMMUNITY FOUNDATION,,36-4150724,OAK PARK,IL,501(C)3,304500,,FOR RECIPIENT'S EXEMPT PURPOSE
17018,OAKCLIFF SAILING INCORPORATED,,27-2002488,OYSTER BAY,NY,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
17019,OAKCREST SCHOOL,,52-1182755,VIENNA,VA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
17020,OAKDALE BAPTIST CHURCH,,73-1192953,OKLAHOMA CITY,OK,501(C)3,79085,,FOR RECIPIENT'S EXEMPT PURPOSE
17021,OAKHURST BAPTIST CHURCH,,58-6002118,DECATUR,GA,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
17022,OAKLAND BALLET COMPANY,,94-3395450,OAKLAND,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
17023,OAKLAND CHILDRENS FAIRYLAND INC,,94-3209054,OAKLAND,CA,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
17024,OAKLAND CITY CHURCH A CONGREGATION OF THE REFORMED,,27-3268234,OAKLAND,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17025,OAKLAND LACROSSE CLUB,,46-1048887,OAKLAND,CA,501(C)3,76000,,FOR RECIPIENT'S EXEMPT PURPOSE
17026,OAKLAND LEAF FOUNDATION,,81-0565800,OAKLAND,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
17027,OAKLAND LGBTQ COMMUNITY CENTER INC,,82-2258008,OAKLAND,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
17028,OAKLAND MUSEUM OF CALIFORNIA,,45-3138892,OAKLAND,CA,501(C)3,109300,,FOR RECIPIENT'S EXEMPT PURPOSE
17029,OAKLAND PRESBYTERIAN CHURCH,,59-0806974,OAKLAND,FL,501(C)3,14900,,FOR RECIPIENT'S EXEMPT PURPOSE
17030,OAKLAND PROMISE,,54-2103707,OAKLAND,CA,501(C)3,1003000,,FOR RECIPIENT'S EXEMPT PURPOSE
17031,OAKLAND UNIVERSITY,,38-1714400,ROCHESTER,MI,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
17032,OAKNOLL FOUNDATION,,42-1363406,IOWA CITY,IA,501(C)3,55000,,FOR RECIPIENT'S EXEMPT PURPOSE
17033,OAKS ACADEMY INC,,35-2050595,INDIANAPOLIS,IN,501(C)3,10800,,FOR RECIPIENT'S EXEMPT PURPOSE
17034,OAKS INTERNATIONAL,,93-3624439,WHEATON,IL,501(C)3,31350,,FOR RECIPIENT'S EXEMPT PURPOSE
17035,OAKSATL COMMUNITY DEVELOPMENT INCORPORATED,,82-0811019,ATLANTA,GA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17036,OAKSEED MINISTRIES INTERNATIONAL,,54-1642510,EAST NORRITON,PA,501(C)3,126940,,FOR RECIPIENT'S EXEMPT PURPOSE
17037,OAKTON COMMUNITY COLLEGE EDUCATIONAL FOUNDATION,,36-2917302,DES PLAINES,IL,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
17038,OAKWOOD BAPTIST CHURCH OF HALL COUNTY,,58-2630425,FLOWERY BRANCH,GA,501(C)3,5625,,FOR RECIPIENT'S EXEMPT PURPOSE
17039,OAKWOOD CHURCH,,39-1633893,HARTLAND,WI,501(C)3,80000,,FOR RECIPIENT'S EXEMPT PURPOSE
17040,OAKWOOD FRIENDS SCHOOL INC,,14-0937360,POUGHKEEPSIE,NY,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
17041,OAKWOOD SCHOOL,,56-1938898,GREENVILLE,NC,501(C)3,58250,,FOR RECIPIENT'S EXEMPT PURPOSE
17042,OAKWOOD SCHOOL,,95-1698608,N HOLLYWOOD,CA,501(C)3,50833,,FOR RECIPIENT'S EXEMPT PURPOSE
17043,OASIS CENTER INC,,62-0968273,NASHVILLE,TN,501(C)3,17750,,FOR RECIPIENT'S EXEMPT PURPOSE
17044,OASIS CHURCH,,27-4267554,BRADENTON,FL,501(C)3,25860,,FOR RECIPIENT'S EXEMPT PURPOSE
17045,OASIS CHURCH OF EAU CLAIRE INC,,39-1486135,EAU CLAIRE,WI,501(C)3,21300,,FOR RECIPIENT'S EXEMPT PURPOSE
17046,OASIS HEALTH NETWORK INC,,01-0497587,BRUNSWICK,ME,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17047,OASIS LEGAL SERVICES,,82-0696739,BERKELEY,CA,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
17048,OASIS PREGNANCY CARE CENTERS CORP,,27-0204244,LAND O LAKES,FL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17049,OASIS UNITED INC,,95-4505599,BURBANK,CA,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
17050,OAXACA YOUTH EMPOWERMENT INC,,35-1988669,BENTON,AR,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17051,OBELUS INC,,92-2954169,BERKELEY,CA,501(C)3,128000,,FOR RECIPIENT'S EXEMPT PURPOSE
17052,OBERLIN COLLEGE,,34-0714363,OBERLIN,OH,501(C)3,179000,,FOR RECIPIENT'S EXEMPT PURPOSE
17053,OBLATE MISSIONARY SOCIETY INC,,26-0634043,WASHINGTON,DC,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
17054,OBLATES OF ST FRANCIS DESALES,,51-0076848,CHILDS,MD,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
17055,OC UNITED TOGETHER,,46-3761517,FULLERTON,CA,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
17056,OCCANEECHI BAND OF THE SAPONI NATION,,56-1906889,MEBANE,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17057,OCCIDENTAL COLLEGE,,95-1667177,LOS ANGELES,CA,501(C)3,200000,,FOR RECIPIENT'S EXEMPT PURPOSE
17058,OCEAN COMMUNITY UNITED THEATRE INC,,46-3579526,WESTERLY,RI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17059,OCEAN COMMUNITY YMCA,,05-0268126,WESTERLY,RI,501(C)3,19400,,FOR RECIPIENT'S EXEMPT PURPOSE
17060,OCEAN CONSERVANCY INC,,23-7245152,WASHINGTON,DC,501(C)3,242804,,FOR RECIPIENT'S EXEMPT PURPOSE
17061,OCEAN FOUNDATION,,71-0863908,WASHINGTON,DC,501(C)3,37000,,FOR RECIPIENT'S EXEMPT PURPOSE
17062,OCEAN OF LOVE INC,,22-2940034,TOMS RIVER,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
17063,OCEAN PARK ASSOCIATION,,01-0223014,OCEAN PARK,ME,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
17064,OCEAN REEF CATHOLIC COMMUNITY INC,,99-2937316,KEY LARGO,FL,501(C)3,15600,,FOR RECIPIENT'S EXEMPT PURPOSE
17065,OCEAN REEF CHAPEL FOUNDATION INC,,65-0486471,KEY LARGO,FL,501(C)3,70500,,FOR RECIPIENT'S EXEMPT PURPOSE
17066,OCEAN REEF CULTURAL CENTER INC,,65-0843801,KEY LARGO,FL,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
17067,OCEAN REEF FOUNDATION INC,,65-0509255,KEY LARGO,FL,501(C)3,71000,,FOR RECIPIENT'S EXEMPT PURPOSE
17068,OCEAN VISIONS INC,,84-2130219,LEESBURG,VA,501(C)3,650000,,FOR RECIPIENT'S EXEMPT PURPOSE
17069,OCEANA INC,,51-0401308,WASHINGTON,DC,501(C)3,63500,,FOR RECIPIENT'S EXEMPT PURPOSE
17070,OCEANBAGS FOUNDATION,,92-2411734,AUSTIN,TX,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
17071,OCEANOGRAPHIC TEACHING STATIONS INC,,95-3409019,MANHATTAN BCH,CA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
17072,OCHSNER CLINIC FOUNDATION,,72-0502505,NEW ORLEANS,LA,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
17073,OCONEE PERFORMING ARTS SOCIETY INC,,26-0848843,GREENSBORO,GA,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
17074,ODEA HIGH SCHOOL,,91-0905301,SEATTLE,WA,501(C)3,22500,,FOR RECIPIENT'S EXEMPT PURPOSE
17075,ODESSA ANIMAL SANCTUARY INC,,87-4228027,TAMPA,FL,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
17076,ODYSSEY INC,,58-2537795,ATLANTA,GA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
17077,OFF THE STREET CLUB,,36-2169162,CHICAGO,IL,501(C)3,33700,,FOR RECIPIENT'S EXEMPT PURPOSE
17078,OFFERING ALTERNATIVE THERAPY WITH SMILES INCORPORA,,38-3380357,ORTONVILLE,MI,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
17079,OFF-GRID RETREATS,,86-1237228,SAN FRANCISCO,CA,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
17080,OFFICE OF CATHOLIC EDUCATION,,23-1355131,PHILADELPHIA,PA,501(C)3,74000,,FOR RECIPIENT'S EXEMPT PURPOSE
17081,OFICINA LEGAL DEL PUEBLO UNIDO INC,,74-1995879,AUSTIN,TX,501(C)3,290500,,FOR RECIPIENT'S EXEMPT PURPOSE
17082,OGLALA LAKOTA COLLEGE,,23-7135915,KYLE,SD,501(C)3,80000,,FOR RECIPIENT'S EXEMPT PURPOSE
17083,OGLETHORPE UNIVERSITY INC,,58-0568698,BROOKHAVEN,GA,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
17084,OGUNQUIT PLAYHOUSE FOUNDATION,,01-0490316,OGUNQUIT,ME,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
17085,OHEB ZEDEK-CEDAR SINAI SYNAGOGUE,,34-0859259,BEACHWOOD,OH,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
17086,OHEL AVRAHAM,,36-3352340,SKOKIE,IL,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
17087,OHEL IAACOV FOUNDATION INC,,20-2339591,AVENTURA,FL,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
17088,OHEV SHOLOM CONGREGATION,,56-2586801,WASHINGTON,DC,501(C)3,8150,,FOR RECIPIENT'S EXEMPT PURPOSE
